Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
153,582,58,Cancelled,2025-03-07 16:14:00
154,495,285,Pending,2025-03-20 12:04:00
155,413,272,Completed,2025-03-17 08:27:00
156,870,666,Completed,2025-03-16 05:59:00
157,557,600,Completed,2025-03-16 14:13:00
158,297,331,Cancelled,2025-03-15 00:35:00
159,496,420,Completed,2025-03-12 15:27:00
160,446,566,Completed,2025-03-19 19:48:00
161,579,901,Pending,2025-03-14 22:58:00
162,427,337,Completed,2025-03-15 10:31:00
163,67,302,Cancelled,2025-03-02 09:04:00
164,918,35,Pending,2025-03-04 03:24:00
165,616,254,Pending,2025-03-11 04:53:00
166,19,297,Completed,2025-03-03 23:05:00
167,873,63,Completed,2025-03-20 01:38:00
168,609,440,Completed,2025-03-01 16:18:00
169,188,353,Completed,2025-03-08 00:38:00
170,157,374,Pending,2025-03-05 19:34:00
171,290,134,Pending,2025-03-02 17:02:00
172,226,140,Cancelled,2025-03-21 02:08:00
173,504,390,Completed,2025-03-18 06:41:00
174,277,947,Cancelled,2025-03-03 18:22:00
175,813,745,Pending,2025-03-07 21:27:00
176,35,276,Cancelled,2025-03-12 01:34:00
177,425,96,Cancelled,2025-03-04 20:52:00
178,437,262,Cancelled,2025-03-05 05:55:00
179,787,339,Completed,2025-03-09 09:23:00
180,644,983,Pending,2025-03-05 01:27:00
181,465,996,Pending,2025-03-16 09:20:00
182,579,342,Pending,2025-03-19 01:41:00
183,879,382,Cancelled,2025-03-13 12:37:00
184,80,50,Cancelled,2025-03-02 04:01:00
185,486,585,Pending,2025-03-21 04:05:00
186,153,475,Pending,2025-03-11 21:04:00
187,381,344,Pending,2025-03-03 12:36:00
188,896,648,Pending,2025-03-11 22:19:00
189,152,45,Completed,2025-03-13 09:32:00
190,152,550,Pending,2025-03-20 09:21:00
191,206,448,Completed,2025-03-10 11:59:00
192,335,246,Completed,2025-03-02 10:05:00
193,670,601,Completed,2025-03-03 02:13:00
194,771,726,Cancelled,2025-03-15 09:44:00
195,40,294,Completed,2025-03-15 20:49:00
196,111,416,Completed,2025-03-20 19:37:00
197,418,324,Cancelled,2025-03-03 21:41:00
198,985,495,Completed,2025-03-04 01:17:00
199,913,439,Cancelled,2025-03-09 03:22:00
200,97,350,Completed,2025-03-08 21:48:00
201,671,94,Completed,2025-03-17 19:09:00
202,415,917,Cancelled,2025-03-18 08:50:00
203,179,949,Completed,2025-03-16 13:08:00
204,824,571,Pending,2025-03-18 04:10:00
205,915,531,Cancelled,2025-03-14 03:27:00
206,94,747,Completed,2025-03-06 16:41:00
207,937,398,Completed,2025-03-18 16:07:00
208,166,874,Pending,2025-03-09 07:30:00
209,893,594,Cancelled,2025-03-12 23:25:00
210,813,388,Pending,2025-03-11 22:06:00
211,406,787,Pending,2025-03-02 12:10:00
212,603,382,Completed,2025-03-08 00:30:00
213,227,631,Cancelled,2025-03-09 09:19:00
214,479,893,Pending,2025-03-07 08:09:00
215,33,762,Cancelled,2025-03-08 11:37:00
216,794,685,Pending,2025-03-17 23:16:00
217,998,590,Completed,2025-03-06 08:04:00
218,523,176,Pending,2025-03-06 20:46:00
219,488,255,Pending,2025-03-03 08:55:00
220,374,27,Cancelled,2025-03-02 23:05:00
221,837,745,Cancelled,2025-03-01 23:38:00
222,550,747,Pending,2025-03-14 23:06:00
223,486,407,Cancelled,2025-03-08 19:20:00
224,924,893,Cancelled,2025-03-01 16:48:00
225,217,850,Cancelled,2025-03-20 20:00:00
226,981,221,Completed,2025-03-10 14:59:00
227,925,480,Completed,2025-03-06 05:40:00
228,325,607,Pending,2025-03-10 10:07:00
229,69,407,Completed,2025-03-19 23:40:00
230,915,686,Pending,2025-03-20 04:11:00
231,208,281,Pending,2025-03-15 22:39:00
232,250,856,Cancelled,2025-03-17 04:43:00
233,922,858,Pending,2025-03-19 18:07:00
234,312,838,Pending,2025-03-17 06:35:00
235,135,529,Cancelled,2025-03-10 15:40:00
236,327,301,Completed,2025-03-13 19:29:00
237,507,112,Cancelled,2025-03-12 00:27:00
238,572,728,Cancelled,2025-03-20 15:24:00
239,589,4,Pending,2025-03-01 21:11:00
240,183,970,Completed,2025-03-14 12:59:00
241,558,103,Completed,2025-03-12 02:23:00
242,380,154,Cancelled,2025-03-06 13:16:00
243,69,98,Cancelled,2025-03-13 02:42:00
244,163,250,Cancelled,2025-03-11 02:32:00
245,725,701,Pending,2025-03-18 16:16:00
246,615,489,Completed,2025-03-10 05:50:00
247,861,138,Completed,2025-03-12 07:34:00
248,458,321,Pending,2025-03-09 03:12:00
249,810,541,Completed,2025-03-16 09:29:00
250,475,201,Cancelled,2025-03-19 21:41:00
251,832,926,Cancelled,2025-03-01 15:16:00
252,544,242,Completed,2025-03-20 03:22:00
253,323,863,Cancelled,2025-03-10 10:56:00
254,940,1,Completed,2025-03-04 03:59:00
255,256,438,Pending,2025-03-18 17:31:00
256,822,47,Completed,2025-03-19 08:03:00
257,191,555,Completed,2025-03-04 02:28:00
258,520,939,Cancelled,2025-03-03 06:16:00
259,467,517,Pending,2025-03-07 13:30:00
260,137,173,Pending,2025-03-05 15:11:00
261,602,735,Pending,2025-03-13 13:58:00
262,188,706,Completed,2025-03-16 00:40:00
263,22,800,Completed,2025-03-16 09:37:00
264,496,59,Cancelled,2025-03-03 13:21:00
265,92,103,Cancelled,2025-03-15 07:39:00
266,367,376,Completed,2025-03-02 07:07:00
267,518,382,Cancelled,2025-03-11 01:30:00
268,738,317,Pending,2025-03-16 11:58:00
269,73,880,Completed,2025-03-13 14:01:00
270,568,477,Completed,2025-03-17 09:23:00
271,160,442,Cancelled,2025-03-06 12:00:00
272,417,906,Cancelled,2025-03-18 04:45:00
273,870,172,Pending,2025-03-19 00:34:00
274,304,481,Pending,2025-03-15 22:55:00
275,906,849,Completed,2025-03-02 11:36:00
276,786,538,Completed,2025-03-16 11:54:00
277,766,109,Completed,2025-03-09 12:24:00
278,258,360,Pending,2025-03-14 03:18:00
279,531,808,Pending,2025-03-13 17:05:00
280,150,282,Cancelled,2025-03-01 12:21:00
281,483,718,Cancelled,2025-03-12 17:17:00
282,161,298,Cancelled,2025-03-14 07:06:00
283,97,102,Pending,2025-03-07 08:11:00
284,554,702,Pending,2025-03-19 08:45:00
285,387,213,Completed,2025-03-18 14:32:00
286,335,602,Pending,2025-03-18 20:45:00
287,952,42,Cancelled,2025-03-18 02:15:00
288,63,964,Completed,2025-03-19 02:29:00
289,573,86,Pending,2025-03-17 02:03:00
290,664,500,Cancelled,2025-03-08 12:13:00
291,886,375,Completed,2025-03-06 07:49:00
292,190,413,Completed,2025-03-13 20:27:00
293,721,837,Completed,2025-03-09 13:31:00
294,662,118,Pending,2025-03-18 06:45:00
295,25,493,Pending,2025-03-13 18:39:00
296,940,158,Cancelled,2025-03-07 18:01:00
297,494,454,Completed,2025-03-14 17:04:00
298,96,595,Cancelled,2025-03-19 06:08:00
299,911,319,Pending,2025-03-01 03:03:00
300,81,645,Pending,2025-03-14 16:21:00
301,489,287,Cancelled,2025-03-02 07:53:00
302,633,774,Pending,2025-03-03 18:50:00
303,358,66,Cancelled,2025-03-03 12:42:00
304,763,883,Pending,2025-03-12 00:49:00
305,464,759,Pending,2025-03-17 18:55:00
306,651,703,Pending,2025-03-05 00:09:00
307,610,34,Pending,2025-03-13 21:15:00
308,227,6,Completed,2025-03-17 18:23:00
309,6,514,Cancelled,2025-03-14 02:19:00
310,107,997,Cancelled,2025-03-08 21:25:00
311,294,187,Cancelled,2025-03-06 21:22:00
312,904,199,Completed,2025-03-08 12:44:00
313,143,880,Cancelled,2025-03-06 10:07:00
314,657,488,Cancelled,2025-03-19 12:18:00
315,254,854,Completed,2025-03-05 22:09:00
316,896,417,Completed,2025-03-10 22:44:00
317,747,660,Pending,2025-03-11 05:40:00
318,861,735,Completed,2025-03-04 20:11:00
319,888,345,Pending,2025-03-05 05:34:00
320,241,815,Completed,2025-03-12 01:29:00
321,116,267,Completed,2025-03-12 18:14:00
322,256,824,Cancelled,2025-03-05 05:22:00
323,670,104,Completed,2025-03-15 13:58:00
324,777,503,Completed,2025-03-03 22:57:00
325,49,586,Completed,2025-03-11 14:05:00
326,690,649,Pending,2025-03-14 14:41:00
327,853,983,Completed,2025-03-17 16:49:00
328,577,183,Completed,2025-03-06 15:44:00
329,419,323,Pending,2025-03-14 03:09:00
330,275,354,Completed,2025-03-01 06:24:00
331,585,262,Cancelled,2025-03-18 18:37:00
332,460,32,Completed,2025-03-03 02:40:00
333,332,368,Completed,2025-03-13 08:50:00
334,447,811,Cancelled,2025-03-18 17:27:00
335,453,643,Cancelled,2025-03-11 19:10:00
336,164,185,Cancelled,2025-03-17 11:49:00
337,405,756,Completed,2025-03-03 19:58:00
338,609,301,Pending,2025-03-21 04:08:00
339,52,497,Completed,2025-03-06 23:14:00
340,148,495,Completed,2025-03-10 23:31:00
341,386,473,Completed,2025-03-10 14:46:00
342,892,999,Cancelled,2025-03-11 06:57:00
343,553,62,Pending,2025-03-18 15:08:00
344,992,160,Cancelled,2025-03-10 21:51:00
345,223,440,Pending,2025-03-17 12:29:00
346,548,87,Pending,2025-03-15 06:06:00
347,564,283,Pending,2025-03-11 20:37:00
348,291,876,Cancelled,2025-03-07 05:24:00
349,262,245,Pending,2025-03-05 19:39:00
350,909,554,Completed,2025-03-19 18:27:00
351,528,936,Pending,2025-03-02 10:41:00
352,427,797,Completed,2025-03-19 07:00:00
353,730,258,Pending,2025-03-07 21:29:00
354,608,873,Pending,2025-03-09 15:33:00
355,398,880,Pending,2025-03-08 23:39:00
356,840,663,Cancelled,2025-03-17 06:07:00
357,536,704,Cancelled,2025-03-08 02:25:00
358,562,717,Completed,2025-03-09 12:56:00
359,107,531,Cancelled,2025-03-14 22:15:00
360,743,324,Cancelled,2025-03-08 00:38:00
361,882,809,Pending,2025-03-08 05:54:00
362,538,9,Cancelled,2025-03-02 09:04:00
363,687,131,Pending,2025-03-13 19:31:00
364,822,576,Completed,2025-03-10 21:47:00
365,207,152,Pending,2025-03-07 03:03:00
366,695,691,Pending,2025-03-02 18:29:00
367,262,688,Completed,2025-03-07 19:46:00
368,788,682,Pending,2025-03-16 11:59:00
369,84,105,Completed,2025-03-10 02:34:00
370,330,38,Cancelled,2025-03-14 17:07:00
371,677,658,Pending,2025-03-20 03:44:00
372,804,2,Cancelled,2025-03-03 09:19:00
373,866,420,Pending,2025-03-19 10:49:00
374,72,696,Pending,2025-03-10 14:14:00
375,342,908,Completed,2025-03-14 02:51:00
376,981,990,Pending,2025-03-15 21:23:00
377,901,190,Pending,2025-03-08 05:43:00
378,765,904,Completed,2025-03-08 13:50:00
379,271,249,Cancelled,2025-03-14 23:15:00
380,217,855,Pending,2025-03-11 18:33:00
381,926,96,Cancelled,2025-03-09 09:09:00
382,782,804,Cancelled,2025-03-20 05:46:00
383,920,673,Completed,2025-03-09 10:55:00
384,389,843,Completed,2025-03-05 23:56:00
385,594,494,Pending,2025-03-03 21:27:00
386,979,553,Cancelled,2025-03-04 09:36:00
387,94,547,Cancelled,2025-03-19 21:23:00
388,16,418,Completed,2025-03-05 01:43:00
389,151,965,Cancelled,2025-03-04 19:08:00
390,398,414,Completed,2025-03-10 18:36:00
391,807,950,Completed,2025-03-04 20:52:00
392,116,600,Completed,2025-03-08 21:48:00
393,390,684,Pending,2025-03-21 00:15:00
394,211,697,Pending,2025-03-05 16:12:00
395,681,785,Cancelled,2025-03-16 12:18:00
396,50,436,Completed,2025-03-16 23:56:00
397,45,435,Pending,2025-03-04 14:58:00
398,548,459,Pending,2025-03-06 17:22:00
399,947,241,Pending,2025-03-06 19:27:00
400,373,613,Completed,2025-03-15 12:26:00
401,174,595,Pending,2025-03-11 00:28:00
402,379,872,Pending,2025-03-08 00:59:00
403,141,693,Pending,2025-03-02 08:42:00
404,475,63,Cancelled,2025-03-12 23:03:00
405,548,858,Completed,2025-03-18 02:49:00
406,606,833,Pending,2025-03-05 08:16:00
407,722,935,Pending,2025-03-12 18:28:00
408,730,390,Pending,2025-03-08 08:56:00
409,995,159,Cancelled,2025-03-08 21:36:00
410,114,974,Cancelled,2025-03-01 15:29:00
411,525,406,Pending,2025-03-18 16:53:00
412,981,220,Cancelled,2025-03-03 11:44:00
413,88,791,Completed,2025-03-10 20:51:00
414,826,544,Cancelled,2025-03-08 19:31:00
415,485,144,Pending,2025-03-11 13:35:00
416,900,357,Cancelled,2025-03-12 07:04:00
417,716,972,Pending,2025-03-14 07:18:00
418,632,500,Cancelled,2025-03-01 16:52:00
419,221,869,Pending,2025-03-11 09:41:00
420,257,977,Cancelled,2025-03-11 04:00:00
421,572,173,Pending,2025-03-08 14:48:00
422,534,849,Completed,2025-03-12 10:29:00
423,915,344,Pending,2025-03-21 05:41:00
424,755,537,Cancelled,2025-03-02 13:00:00
425,797,237,Pending,2025-03-01 15:13:00
426,101,538,Completed,2025-03-18 07:28:00
427,412,811,Cancelled,2025-03-17 00:53:00
428,225,613,Completed,2025-03-07 15:13:00
429,528,299,Pending,2025-03-14 18:15:00
430,861,972,Pending,2025-03-03 01:58:00
431,115,679,Completed,2025-03-20 11:53:00
432,427,507,Pending,2025-03-15 13:30:00
433,245,6,Completed,2025-03-14 12:40:00
434,356,596,Completed,2025-03-15 21:14:00
435,129,531,Pending,2025-03-14 10:48:00
436,952,962,Completed,2025-03-13 03:13:00
437,230,628,Cancelled,2025-03-15 02:41:00
438,612,770,Pending,2025-03-18 13:00:00
439,480,432,Cancelled,2025-03-04 03:32:00
440,265,460,Cancelled,2025-03-14 21:06:00
441,968,483,Cancelled,2025-03-08 11:28:00
442,499,446,Cancelled,2025-03-19 16:01:00
443,879,124,Completed,2025-03-05 12:55:00
444,128,660,Cancelled,2025-03-11 03:57:00
445,602,485,Cancelled,2025-03-19 08:55:00
446,524,874,Cancelled,2025-03-10 21:31:00
447,801,616,Cancelled,2025-03-13 02:49:00
448,902,770,Cancelled,2025-03-17 11:37:00
449,865,493,Pending,2025-03-17 06:16:00
450,29,554,Cancelled,2025-03-20 20:03:00
451,683,216,Completed,2025-03-13 08:06:00
452,365,782,Cancelled,2025-03-18 16:04:00
453,531,468,Cancelled,2025-03-12 22:16:00
454,828,929,Completed,2025-03-20 05:18:00
455,984,665,Pending,2025-03-06 22:55:00
456,820,858,Pending,2025-03-02 16:44:00
457,79,508,Pending,2025-03-05 04:11:00
458,178,385,Completed,2025-03-10 03:13:00
459,329,74,Cancelled,2025-03-13 07:50:00
460,214,879,Completed,2025-03-05 20:10:00
461,492,322,Pending,2025-03-04 16:22:00
462,517,921,Completed,2025-03-05 21:04:00
463,615,269,Completed,2025-03-18 11:00:00
464,611,306,Completed,2025-03-01 03:32:00
465,632,266,Pending,2025-03-19 21:43:00
466,699,285,Pending,2025-03-21 04:34:00
467,216,353,Completed,2025-03-13 16:21:00
468,371,912,Completed,2025-03-17 17:09:00
469,404,565,Completed,2025-03-15 07:13:00
470,215,195,Cancelled,2025-03-20 13:44:00
471,11,337,Cancelled,2025-03-21 04:51:00
472,958,888,Pending,2025-03-04 21:52:00
473,593,258,Pending,2025-03-14 11:39:00
474,345,97,Cancelled,2025-03-02 06:57:00
475,260,901,Cancelled,2025-03-18 10:26:00
476,166,536,Pending,2025-03-03 13:34:00
477,65,301,Cancelled,2025-03-11 13:18:00
478,844,156,Cancelled,2025-03-02 20:18:00
479,216,923,Pending,2025-03-21 05:08:00
480,548,670,Pending,2025-03-17 23:08:00
481,144,423,Completed,2025-03-10 04:38:00
482,446,883,Completed,2025-03-10 17:30:00
483,674,223,Completed,2025-03-13 15:25:00
484,565,833,Cancelled,2025-03-14 13:15:00
485,321,505,Cancelled,2025-03-06 17:49:00
486,106,645,Cancelled,2025-03-04 11:54:00
487,654,968,Completed,2025-03-10 19:51:00
488,194,125,Pending,2025-03-18 06:30:00
489,969,99,Completed,2025-03-10 06:44:00
490,891,511,Pending,2025-03-09 11:20:00
491,1,574,Completed,2025-03-08 07:16:00
492,672,214,Pending,2025-03-10 09:41:00
493,74,294,Cancelled,2025-03-18 05:15:00
494,675,651,Cancelled,2025-03-18 07:39:00
495,665,878,Completed,2025-03-17 04:48:00
496,599,404,Pending,2025-03-20 15:31:00
497,606,269,Completed,2025-03-06 03:51:00
498,946,386,Pending,2025-03-16 15:13:00
499,921,77,Cancelled,2025-03-04 02:43:00
500,532,102,Completed,2025-03-17 05:29:00
501,202,671,Completed,2025-03-12 12:22:00
502,84,168,Completed,2025-03-05 01:43:00
503,717,917,Cancelled,2025-03-13 21:31:00
504,947,320,Completed,2025-03-07 03:28:00
505,919,762,Cancelled,2025-03-10 18:56:00
506,892,306,Completed,2025-03-10 05:39:00
507,217,370,Pending,2025-03-20 12:41:00
508,152,347,Pending,2025-03-01 04:09:00
509,134,600,Cancelled,2025-03-17 15:43:00
510,90,419,Pending,2025-03-12 09:35:00
511,199,446,Cancelled,2025-03-01 18:00:00
512,798,821,Cancelled,2025-03-15 19:57:00
513,73,283,Cancelled,2025-03-05 20:17:00
514,521,274,Cancelled,2025-03-21 00:05:00
515,930,45,Completed,2025-03-19 02:18:00
516,302,806,Completed,2025-03-08 09:58:00
517,806,872,Completed,2025-03-19 13:38:00
518,282,127,Pending,2025-03-07 20:37:00
519,406,960,Pending,2025-03-06 21:16:00
520,624,396,Completed,2025-03-03 09:53:00
521,295,327,Cancelled,2025-03-16 06:19:00
522,271,372,Pending,2025-03-17 21:36:00
523,744,676,Completed,2025-03-13 11:09:00
524,448,180,Completed,2025-03-15 04:57:00
525,22,438,Completed,2025-03-15 04:20:00
526,697,401,Pending,2025-03-17 18:51:00
527,340,572,Pending,2025-03-19 19:35:00
528,819,1,Completed,2025-03-20 13:45:00
529,515,399,Completed,2025-03-07 10:51:00
530,59,543,Completed,2025-03-07 03:12:00
531,592,894,Pending,2025-03-10 15:27:00
532,486,14,Cancelled,2025-03-08 02:33:00
533,275,410,Pending,2025-03-13 05:38:00
534,50,287,Cancelled,2025-03-10 15:47:00
535,663,329,Completed,2025-03-21 05:22:00
536,115,162,Cancelled,2025-03-12 14:24:00
537,39,259,Cancelled,2025-03-20 08:41:00
538,220,225,Cancelled,2025-03-05 04:18:00
539,64,119,Cancelled,2025-03-08 09:41:00
540,444,608,Cancelled,2025-03-10 04:11:00
541,261,705,Completed,2025-03-11 12:29:00
542,560,442,Completed,2025-03-13 22:53:00
543,657,748,Completed,2025-03-12 16:38:00
544,187,568,Cancelled,2025-03-18 02:56:00
545,463,292,Completed,2025-03-09 06:07:00
546,962,571,Completed,2025-03-07 17:55:00
547,509,886,Cancelled,2025-03-06 13:30:00
548,520,821,Completed,2025-03-14 21:01:00
549,954,703,Cancelled,2025-03-10 20:52:00
550,115,882,Pending,2025-03-15 02:55:00
551,837,742,Cancelled,2025-03-13 08:32:00
552,463,949,Pending,2025-03-03 08:58:00
553,215,503,Pending,2025-03-04 15:39:00
554,52,126,Completed,2025-03-04 07:19:00
555,253,946,Pending,2025-03-01 07:51:00
556,479,460,Completed,2025-03-07 18:19:00
557,324,31,Cancelled,2025-03-06 07:22:00
558,435,33,Completed,2025-03-07 07:04:00
559,714,935,Cancelled,2025-03-09 01:55:00
560,731,215,Cancelled,2025-03-11 06:42:00
561,269,859,Completed,2025-03-07 17:52:00
562,326,629,Pending,2025-03-01 09:12:00
563,622,371,Cancelled,2025-03-02 21:06:00
564,947,203,Cancelled,2025-03-06 13:30:00
565,801,473,Completed,2025-03-12 04:40:00
566,320,68,Cancelled,2025-03-13 01:43:00
567,924,974,Cancelled,2025-03-10 23:22:00
568,852,400,Completed,2025-03-04 02:45:00
569,59,401,Pending,2025-03-02 15:48:00
570,849,835,Completed,2025-03-09 03:28:00
571,408,789,Completed,2025-03-03 06:09:00
572,622,542,Completed,2025-03-17 23:13:00
573,229,505,Completed,2025-03-12 15:46:00
574,438,342,Completed,2025-03-04 02:02:00
575,636,413,Cancelled,2025-03-01 23:06:00
576,58,341,Completed,2025-03-17 02:11:00
577,486,412,Cancelled,2025-03-16 21:29:00
578,674,368,Pending,2025-03-17 06:50:00
579,559,342,Completed,2025-03-19 11:30:00
580,508,704,Pending,2025-03-01 04:45:00
581,734,706,Cancelled,2025-03-09 10:35:00
582,284,990,Completed,2025-03-03 06:53:00
583,925,144,Pending,2025-03-03 01:06:00
584,705,968,Cancelled,2025-03-01 12:04:00
585,373,926,Completed,2025-03-19 13:20:00
586,970,281,Completed,2025-03-20 06:59:00
587,560,637,Pending,2025-03-10 01:27:00
588,92,640,Cancelled,2025-03-12 05:36:00
589,619,90,Cancelled,2025-03-13 23:44:00
